Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2023-01-25,C,Richmond,A10,Massachusetts,A,"L, 85-76",116.4,124.5,68.6,110.8,48.2,11.7,21.6,43.9,123.9,52.6,10.2,29.4,48.3,31.5,-1
2023-01-25,C,Navy,Pat,Bucknell,A,"W, 63-46",90.8,75.2,65.9,95.6,49.2,21.2,33.3,10,69.8,30.2,21.2,18.9,47.9,89.7,7
2023-01-25,C,Tennessee,SEC,Georgia,H,"W, 70-41",95.4,65,69.9,100.2,46.8,12.9,26.3,30.6,58.7,32.7,28.6,25,21.8,98.8,10
2023-01-25,C,Butler,BE,Providence,A,"L, 79-58",94.3,102.3,66.6,87.1,44.8,15,17.5,20.7,118.6,60.2,19.5,34.6,33.3,28.2,-7
2023-01-25,C,UNC Greensboro,SC,VMI,H,"W, 62-50",83.3,82.5,65.6,94.5,48.1,16.8,20,31.5,76.2,37.5,29,40.5,26.8,53,8
2023-01-25,C,Mississippi St.,SEC,Alabama,A,"L, 66-63",112.4,83.8,68.1,92.5,49.1,22,25,21.4,97,41.2,17.6,32.4,38.6,96.7,4
2023-01-25,C,UMass Lowell,AE,Maine,A,"L, 75-70",99.9,114.9,68.7,101.9,45.8,24.7,42.1,35.6,109.2,59.2,18.9,20,44.9,16.6,-3
2023-01-25,C,Texas Tech,B12,West Virginia,H,"L, 76-61",101.8,97,67.3,90.7,41.7,19.3,30.6,42.6,113,47.1,28.2,54.3,68.6,63.5,-1
2023-01-25,C,Furman,SC,Samford,H,"W, 91-84",114.8,109.8,67.6,119.6,45.7,9.2,37,48.6,110.4,61.2,19.7,20.7,32.8,62.5,1
2023-01-25,C,Fordham,A10,St. Bonaventure,A,"W, 79-68",115.6,104.7,68.9,114.6,50.9,16,27.8,67.9,98.7,45.7,18.9,25,66,75.9,1
2023-01-25,C,Massachusetts,A10,Richmond,H,"W, 85-76",121.7,117.6,68.6,123.9,52.6,10.2,29.4,48.3,110.8,48.2,11.7,21.6,43.9,59.7,1
2023-01-25,C,UNC Asheville,BSth,Presbyterian,H,"W, 88-80",118,132.4,61.7,126.8,57.6,14.4,36.4,44.1,115.2,54.1,20.2,42.9,32.8,21,2
2023-01-25,C,Utah St.,MWC,San Diego St.,A,"L, 85-75",134,125,63.6,117.9,56.6,15.7,37.5,16.4,133.6,58.6,14.1,41.9,34.5,69,-11
2023-01-25,C,VCU,A10,George Mason,H,"W, 72-52",110.1,83.3,66.4,108.5,57,25.6,37,38,78.4,46.9,28.6,21.9,24.5,96.1,10
2023-01-25,C,Chattanooga,SC,Wofford,H,"L, 85-80",104.3,120.3,69.3,115.5,53.4,18.8,37.1,41.4,122.7,57.3,14.4,30.3,24.2,16.2,-3
2023-01-25,C,Wake Forest,ACC,Pittsburgh,A,"L, 81-79",115.9,111.3,67.7,116.7,59.6,10.3,15.6,31.6,119.7,63.8,16.3,16.7,13.8,61.4,-6
2023-01-25,C,Auburn,SEC,Texas A&M,H,"L, 79-63",105.9,107.4,66.4,94.9,45.9,19.6,22.6,49,119,53.6,13.6,30,43.6,46,-7
2023-01-25,C,Wisconsin,B10,Maryland,A,"L, 73-55",110.7,112.9,57,96.5,46.2,14,22.6,13.2,128.1,62,14,34.8,28,44.4,-6
2023-01-25,C,South Carolina,SEC,Florida,A,"L, 81-60",93,106.5,72.6,82.7,40.8,20.7,28.6,31.7,111.6,52.3,6.9,15.4,25.8,17.4,-10
2023-01-25,C,Alabama,SEC,Mississippi St.,H,"W, 66-63",105.9,96.7,68.1,97,41.2,17.6,32.4,38.6,92.5,49.1,22,25,21.4,73.8,-4
2023-01-25,C,Northern Iowa,MVC,Valparaiso,H,"W, 77-66",107.7,101.8,69.5,110.8,56.2,15.8,10.3,58.3,95,43.9,14.4,27.9,18.2,65.7,8
2023-01-25,C,Tulane,Amer,Wichita St.,A,"W, 95-90",122.1,109,71.8,117.7,57.5,9.9,13.5,37.3,111.5,54.2,17.3,33.3,22.2,78.6,-6
2023-01-25,C,Texas A&M,SEC,Auburn,A,"W, 79-63",130.4,88.6,66.4,119,53.6,13.6,30,43.6,94.9,45.9,19.6,22.6,49,98.8,7
2023-01-25,C,Temple,Amer,South Florida,H,"W, 79-76",101,96.9,69.5,101,51.6,21.7,31.6,35.5,97.2,51.5,20.5,31,31.8,61.8,2
2023-01-25,C,Stephen F. Austin,WAC,UT Rio Grande Valley,H,"W, 83-66",97,85.6,80,103.8,49.2,22.5,38.5,58.3,82.5,44.2,31.3,28.6,53.8,80.8,10
2023-01-25,C,Nebraska,B10,Northwestern,H,"L, 78-63",102.2,112.7,67.8,93,55.7,23.6,16.1,15.1,115.1,61.6,22.1,33.3,21.4,24.6,-10
2023-01-25,C,Duquesne,A10,Loyola Chicago,H,"W, 72-58",99.2,98.3,65.7,109.5,50.9,16.7,32.4,24.1,88.2,52.9,27.4,20.7,15.7,52.5,-2
2023-01-25,C,Vermont,AE,Binghamton,A,"W, 80-55",121.4,96.2,62.1,128.8,60.7,8,26.7,33.9,88.5,43.5,22.5,32.4,20.4,93.5,11
2023-01-25,C,Boston College,ACC,Louisville,H,"W, 75-65",104.9,112,63.9,117.3,56.9,15.6,29.6,41.2,101.7,62.2,29.7,24,12.2,32.2,-3
2023-01-25,C,Dayton,A10,Rhode Island,A,"L, 75-70",111.4,121.4,64.9,107.8,56.7,18.5,23.3,34.6,115.5,52,16.9,32.1,52,27.2,-2
2023-01-25,C,George Washington,A10,Saint Joseph's,H,"W, 92-91",114.4,112.1,71.9,113.8,50.8,16.1,34.2,54.7,112.6,53.2,13.6,33.3,22.1,56,5
2023-01-25,C,St. Bonaventure,A10,Fordham,H,"L, 79-68",104.8,115.4,68.9,98.7,45.7,18.9,25,66,114.6,50.9,16,27.8,67.9,24.7,-1
2023-01-25,C,Xavier,BE,Connecticut,A,"W, 82-79",136.8,93.4,70,117.1,62.1,21.4,30.8,22.4,112.8,49.2,17.1,43.2,41,98.8,9
2023-01-25,C,San Diego St.,MWC,Utah St.,H,"W, 85-75",143.4,103.7,63.6,133.6,58.6,14.1,41.9,34.5,117.9,56.6,15.7,37.5,16.4,97.7,11
2023-01-25,C,Minnesota,B10,Indiana,H,"L, 61-57",95.1,86.7,64.6,88.2,38.3,7.7,23.9,21.9,94.4,44.6,15.5,26.3,32.1,74.4,0
2023-01-25,C,South Florida,Amer,Temple,A,"L, 79-76",101.7,96.9,69.5,97.2,51.5,20.5,31,31.8,101,51.6,21.7,31.6,35.5,63.5,-2
2023-01-25,C,Northwestern,B10,Nebraska,A,"W, 78-63",123.2,90.2,67.8,115.1,61.6,22.1,33.3,21.4,93,55.7,23.6,16.1,15.1,97.3,10
2023-01-25,C,Indiana,B10,Minnesota,A,"W, 61-57",93.5,90.8,64.6,94.4,44.6,15.5,26.3,32.1,88.2,38.3,7.7,23.9,21.9,58.4,0
2023-01-25,C,Connecticut,BE,Xavier,H,"L, 82-79",112.1,108.1,70,112.8,49.2,17.1,43.2,41,117.1,62.1,21.4,30.8,22.4,60.3,-9
2023-01-25,C,Creighton,BE,St. John's,H,"W, 104-76",139.3,104.3,75.3,138.1,64.9,9.3,26.7,31.3,100.9,50.7,15.9,28.2,20.9,96.5,9
2023-01-25,C,Samford,SC,Furman,A,"L, 91-84",113.3,106.8,67.6,110.4,61.2,19.7,20.7,32.8,119.6,45.7,9.2,37,48.6,66.2,-1
2023-01-25,C,West Virginia,B12,Texas Tech,A,"W, 76-61",116.1,89.3,67.3,113,47.1,28.2,54.3,68.6,90.7,41.7,19.3,30.6,42.6,95.3,1
2023-01-25,C,Florida,SEC,South Carolina,H,"W, 81-60",106.5,86.7,72.6,111.6,52.3,6.9,15.4,25.8,82.7,40.8,20.7,28.6,31.7,91.4,10
2023-01-25,C,UCF,Amer,Houston,H,"L, 82-71",136,119.8,60.8,116.8,51.9,13.2,29,35.8,135,60.5,16.5,47.1,35.1,81.2,-6
2023-01-25,C,Providence,BE,Butler,H,"W, 79-58",121.1,96.1,66.6,118.6,60.2,19.5,34.6,33.3,87.1,44.8,15,17.5,20.7,93.5,7
2023-01-25,N,Stanford,P12,Chicago St.,H,"W, 72-65",104.7,116.3,60.4,119.2,52.1,19.9,43.8,60.4,107.6,47.3,11.6,25,30.9,23,-3
2023-01-25,C,Pittsburgh,ACC,Wake Forest,H,"W, 81-79",123.6,107.6,67.7,119.7,63.8,16.3,16.7,13.8,116.7,59.6,10.3,15.6,31.6,83.2,6
2023-01-25,C,Gardner Webb,BSth,USC Upstate,H,"W, 78-66",121.5,113.3,62.8,124.3,67.8,17.5,20.8,53.3,105.2,62.5,25.5,17.4,34.1,69,7
2023-01-25,C,George Mason,A10,VCU,A,"L, 72-52",89.9,104.9,66.4,78.4,46.9,28.6,21.9,24.5,108.5,57,25.6,37,38,14.4,-10
2023-01-25,C,Bradley,MVC,Illinois St.,H,"W, 79-75",95.8,106.5,67.8,103.6,53.5,13.1,22.2,56.1,98.3,46.6,31.5,48.5,44.8,22.7,-2
2023-01-25,C,Cal Baptist,WAC,UT Arlington,A,"W, 74-66",111.9,106.7,65.4,113.1,60.5,19.9,24,79.1,100.8,50.8,15.3,26.5,16.9,63.4,1
2023-01-25,C,Georgia,SEC,Tennessee,A,"L, 70-41",76.5,87.4,69.9,58.7,32.7,28.6,25,21.8,100.2,46.8,12.9,26.3,30.6,17.8,-10
2023-01-25,C,Wichita St.,Amer,Tulane,H,"L, 95-90",115.6,110.5,71.8,111.5,54.2,17.3,33.3,22.2,117.7,57.5,9.9,13.5,37.3,62.7,6
2023-01-25,C,Belmont,MVC,Evansville,A,"W, 73-64",100.2,103.9,70.3,103.9,57.9,18.5,13.8,12.3,91.1,46,15.7,19,17.5,39.7,4
2023-01-26,C,Oral Roberts,Sum,Denver,H,"W, 102-61",121.2,100.5,72.9,139.9,67.9,9.6,20,17.9,83.7,43.3,23.3,30,25,89.6,6
2023-01-26,C,Washington,P12,Arizona St.,H,"W, 69-66",87.3,76.6,76.2,80.5,45.5,25.7,17.9,50,77,36.7,18.7,19.6,17.3,81.8,2
2023-01-26,C,St. Francis NY,NEC,Wagner,A,"W, 65-56",102.6,106.7,61,106.5,53.3,18,24.1,53.3,91.8,45.1,19.7,26.7,27.5,38.8,-1
2023-01-26,C,Texas St.,SB,Georgia Southern,H,"W, 70-67",108.6,110.7,64.7,108.3,56.6,24.7,42.9,26.4,103.6,50.9,20.1,31.4,24.6,44.4,0
2023-01-26,C,Purdue,B10,Michigan,A,"W, 75-70",126.2,97.9,65.1,115.3,59,18.4,24,40,107.6,51.7,9.2,20,23.7,94.9,5
2023-01-26,C,Monmouth,CAA,UNC Wilmington,A,"L, 52-49",78.6,85.4,63.5,77.1,37.8,28.3,32.4,51.1,81.9,43.5,26.8,20,32.6,27.9,-5
2023-01-26,C,William & Mary,CAA,Stony Brook,H,"W, 77-74",127.1,131.8,59.3,129.9,71.3,16.9,26.1,36.2,124.8,60.4,15.2,25.9,41.7,39.7,10
2023-01-26,C,Cal St. Bakersfield,BW,UC Davis,H,"L, 79-58",98.3,133,60,96.7,51.1,18.3,21.7,34.8,131.8,74.4,21.7,36.8,68.3,3,-11
2023-01-26,C,Merrimack,NEC,Central Connecticut,A,"W, 64-61",97.5,106.1,61.2,104.5,51.9,19.6,34.4,20.4,99.6,50.9,22.9,33.3,16.7,27.5,3
2023-01-26,C,Tarleton St.,WAC,Utah Tech,H,"W, 74-72",100,87,76.6,96.6,52.5,22.2,27,37.3,94,44.6,27.4,38.5,55.4,83.2,11
2023-01-26,C,Lamar,Slnd,Texas A&M Commerce,H,"L, 62-57",94.8,113.3,56.3,101.2,48.9,19.5,34.5,38.3,110.1,59.5,23.1,26.1,35.7,11.4,1
2023-01-26,C,North Carolina A&T,CAA,Drexel,H,"W, 68-55",90.9,86,71.9,94.6,46.6,22.3,33.3,35.6,76.5,37.9,15.3,20.4,15.2,65.4,0
2023-01-26,C,Incarnate Word,Slnd,McNeese St.,H,"W, 70-65",95.2,105.2,66.6,105.1,53.1,21,22.2,46.9,97.6,45.3,16.5,35.7,17.2,24.2,2
2023-01-26,C,Texas A&M Commerce,Slnd,Lamar,A,"W, 62-57",99.4,113.1,56.3,110.1,59.5,23.1,26.1,35.7,101.2,48.9,19.5,34.5,38.3,18.4,-1
2023-01-26,C,Sam Houston St.,WAC,Seattle,H,"W, 55-40",98.1,65.7,60.6,90.8,54.3,28.1,25.9,23.9,66,23,16.5,25,46,99,14
2023-01-26,C,St. Thomas,Sum,South Dakota St.,H,"W, 60-54",90.3,87.5,64,93.7,45.4,18.7,20.6,22.2,84.3,47.2,25,26.5,9.3,59,1
2023-01-26,C,Rice,CUSA,Charlotte,H,"W, 65-63",106.8,99,62,104.8,55.1,16.1,13.8,28.6,101.6,52.6,19.3,29,5.2,70.7,3
2023-01-26,C,Denver,Sum,Oral Roberts,A,"L, 102-61",99.4,116.6,72.9,83.7,43.3,23.3,30,25,139.9,67.9,9.6,20,17.9,13.7,-6
2023-01-26,C,Washington St.,P12,Arizona,H,"L, 63-58",83.8,78,72.4,80.1,36.2,19.3,19.5,32.8,87,51.7,22.1,15.2,10.3,69.6,-6
2023-01-26,C,Sacramento St.,BSky,Montana,H,"W, 67-48",120.4,99.9,50.6,132.4,58.7,17.8,52,11.5,94.8,45.8,13.8,24.1,10.4,89.5,4
2023-01-26,C,Delaware,CAA,Hampton,A,"L, 67-66",97.3,111.1,63,104.8,49,20.6,36.7,49,106.3,49.1,11.1,28.1,26.8,17.9,3
2023-01-26,C,Bellarmine,ASun,Eastern Kentucky,H,"W, 72-71",121.1,124.2,59.5,121.1,63,15.1,24.1,13,119.4,49.2,8.4,33.3,27.1,42.9,-4
2023-01-26,C,Louisiana Monroe,SB,Marshall,A,"W, 86-82",103.4,92.3,68.2,100.9,49.3,27,43.8,35.2,96.2,47.3,15.3,21.3,24.3,78.7,-4
2023-01-26,C,Cal Poly,BW,Long Beach St.,H,"L, 70-52",77.5,101.9,68,76.4,37.1,20.6,29.5,17.7,102.9,46.4,19.1,37.1,49.1,4.1,-9
2023-01-26,C,McNeese St.,Slnd,Incarnate Word,A,"L, 70-65",93.4,111.4,66.6,97.6,45.3,16.5,35.7,17.2,105.1,53.1,21,22.2,46.9,11.6,-2
2023-01-26,C,Eastern Kentucky,ASun,Bellarmine,A,"L, 72-71",117.6,120.5,59.5,119.4,49.2,8.4,33.3,27.1,121.1,63,15.1,24.1,13,43,4
2023-01-26,C,Nicholls St.,Slnd,Texas A&M Corpus Chr,A,"L, 96-86",126.5,131.6,69.1,124.5,64.3,15.9,21.4,32.1,139,62.7,11.6,29.6,72.5,38.9,0
2023-01-26,C,North Florida,ASun,Central Arkansas,A,"L, 88-85",99,109.9,73.2,103.2,47.8,21.8,36.6,40.3,106.8,43.4,12.1,39.6,25.3,23.1,4
2023-01-26,C,Cal St. Fullerton,BW,UC Irvine,H,"W, 62-61",100,93.3,64.5,96.1,43.8,17,15.2,50,94.5,52.1,20.1,14.8,29.2,68.8,1
2023-01-26,C,Utah,P12,Oregon St.,A,"W, 63-44",110.9,75.5,59.7,105.6,48.1,20.1,36.4,28.3,73.7,36,20.1,22.9,22,98.8,14
2023-01-26,C,Wright St.,Horz,Milwaukee,H,"W, 93-86",105.4,97.4,87.9,105.8,52.3,23.9,32.5,52.3,97.8,50.8,21.6,28.6,47.7,71.1,12
2023-01-26,C,Charlotte,CUSA,Rice,A,"L, 65-63",95.6,103.6,62,101.6,52.6,19.3,29,5.2,104.8,55.1,16.1,13.8,28.6,28.4,-3
2023-01-26,C,Houston Christian,Slnd,Northwestern St.,A,"L, 82-63",88.6,113,70.5,89.4,38,15.6,23.7,74,116.4,53.4,14.2,35.7,6.8,5.7,-9
2023-01-26,C,UAB,CUSA,Louisiana Tech,H,"W, 65-59",95,94.9,65,100,45.3,15.4,32.4,56.6,90.8,41.1,21.5,38.1,16.1,50.2,-1
2023-01-26,C,Michigan,B10,Purdue,H,"L, 75-70",115.9,103.2,65.1,107.6,51.7,9.2,20,23.7,115.3,59,18.4,24,40,79.1,-5
2023-01-26,C,Arizona,P12,Washington St.,A,"W, 63-58",95.9,72.6,72.4,87,51.7,22.1,15.2,10.3,80.1,36.2,19.3,19.5,32.8,96.1,6
2023-01-26,C,Utah Tech,WAC,Tarleton St.,A,"L, 74-72",93.3,101.2,76.6,94,44.6,27.4,38.5,55.4,96.6,52.5,22.2,27,37.3,28,-11
2023-01-26,C,Southern Miss,SB,Arkansas St.,H,"W, 73-57",111.8,101.5,60.9,119.9,48.4,9.9,47.2,25,93.6,47.2,14.8,20.6,24.5,75.3,8
2023-01-26,C,North Alabama,ASun,Jacksonville,H,"W, 80-62",122.2,115.3,60.8,131.6,59.6,8.2,20,36.5,102,52,14.8,17.2,32.7,66,1
2023-01-26,C,Portland St.,BSky,Montana St.,H,"L, 75-66",107.6,111.5,66,100,50,18.2,24.2,35.8,113.7,52.7,16.7,33.3,41.8,39.9,-2
2023-01-26,C,North Texas,CUSA,UTSA,H,"W, 63-59",100.3,102.1,59.4,106.1,56.2,26.9,38.5,25,99.3,51.1,23.6,29.6,37.8,45,4
2023-01-26,C,Idaho,BSky,Weber St.,H,"L, 73-65",90.8,118.2,69,94.2,52,18.8,3.2,38.8,105.8,64.1,23.2,13.6,41.3,4.6,-13
2023-01-26,C,Radford,BSth,Longwood,H,"W, 63-59",105.4,102.3,59.3,106.1,50,11.8,29.4,17.5,99.4,50,23.6,38.2,3.4,58.5,2
2023-01-26,C,San Diego,WCC,Pepperdine,A,"W, 87-78",110.1,99.8,78,111.5,58.6,23.1,33.3,44.8,100,44.5,14.1,28.9,19.2,75.8,4
2023-01-26,C,Little Rock,OVC,Morehead St.,A,"L, 76-72",108.2,114.6,67.9,106.1,50.8,17.7,27.3,25.4,111.9,61.8,19.1,28.6,25.5,34,-3
2023-01-26,C,Middle Tennessee,CUSA,Florida Atlantic,A,"L, 85-67",112.3,110.4,68.2,98.2,52.4,22,27,6.5,124.6,60.3,10.3,23.3,34.5,55,-5
2023-01-26,C,Lindenwood,OVC,Tennessee Martin,A,"L, 66-59",80.5,92.8,71.5,82.5,43.8,22.4,26.8,6.2,92.3,46.9,23.8,28.6,70.8,16.2,-2
2023-01-26,C,Jacksonville,ASun,North Alabama,A,"L, 80-62",104,122.7,60.8,102,52,14.8,17.2,32.7,131.6,59.6,8.2,20,36.5,12.9,-1
2023-01-26,C,UTSA,CUSA,North Texas,A,"L, 63-59",108.8,101.9,59.4,99.3,51.1,23.6,29.6,37.8,106.1,56.2,26.9,38.5,25,68,-4
2023-01-26,C,Montana St.,BSky,Portland St.,A,"W, 75-66",109.1,103,66,113.7,52.7,16.7,33.3,41.8,100,50,18.2,24.2,35.8,66,2
2023-01-26,C,James Madison,SB,Coastal Carolina,H,"W, 75-69",94.6,95,72.8,103.1,44.7,13.7,27.5,57.9,94.8,52.4,24.7,27.3,9.7,48.9,7
2023-01-26,C,Northern Kentucky,Horz,Green Bay,H,"W, 68-50",103.3,103.7,57.8,117.7,53.7,6.9,26.5,27.8,86.5,54.7,34.6,20.8,7,48.7,7
2023-01-26,C,Eastern Illinois,OVC,Southern Indiana,A,"L, 78-74",98.5,122.8,67.2,110.1,53.2,10.4,26.3,23.8,116,47.8,7.4,39.6,37.7,7.3,-11
2023-01-26,C,Central Connecticut,NEC,Merrimack,H,"L, 64-61",102.7,122.6,61.2,99.6,50.9,22.9,33.3,16.7,104.5,51.9,19.6,34.4,20.4,11.5,-3
2023-01-26,C,Loyola Marymount,WCC,Portland,H,"W, 79-60",107.5,92.9,66.3,119.1,60.7,22.6,42.9,30.4,90.5,42.7,18.1,27.8,32.7,84.3,3
2023-01-26,C,Queens,ASun,Florida Gulf Coast,H,"W, 84-82",116.3,123.2,69,121.7,54.2,15.9,38.9,44.1,118.8,59.8,17.4,28.1,19.7,34.1,-3
2023-01-26,C,Georgia St.,SB,Appalachian St.,A,"L, 71-59",96.2,117.5,62.9,93.9,48.2,19.1,27.3,12.3,112.9,52.9,19.1,40.6,46.2,9.1,-11
2023-01-26,C,Pepperdine,WCC,San Diego,H,"L, 87-78",92.3,106.8,78,100,44.5,14.1,28.9,19.2,111.5,58.6,23.1,33.3,44.8,15.7,-4
2023-01-26,C,Coastal Carolina,SB,James Madison,A,"L, 75-69",98.2,102.5,72.8,94.8,52.4,24.7,27.3,9.7,103.1,44.7,13.7,27.5,57.9,37.8,-7
2023-01-26,C,Texas A&M Corpus Chr,Slnd,Nicholls St.,H,"W, 96-86",129.9,137.3,69.1,139,62.7,11.6,29.6,72.5,124.5,64.3,15.9,21.4,32.1,34.7,0
2023-01-26,C,St. Francis PA,NEC,Fairleigh Dickinson,A,"L, 87-82",99.5,115.5,73.6,111.5,58.5,25.8,35.5,30.5,118.3,54.5,12.2,36.1,26.9,15.2,-3
2023-01-26,C,Arizona St.,P12,Washington,A,"L, 69-66",82.4,79.5,76.2,77,36.7,18.7,19.6,17.3,80.5,45.5,25.7,17.9,50,60,-2
2023-01-26,C,Seattle,WAC,Sam Houston St.,A,"L, 55-40",70.1,92.9,60.6,66,23,16.5,25,46,90.8,54.3,28.1,25.9,23.9,3.8,-14
2023-01-26,C,UNC Wilmington,CAA,Monmouth,H,"W, 52-49",79,86.5,63.5,81.9,43.5,26.8,20,32.6,77.1,37.8,28.3,32.4,51.1,26.1,5
2023-01-26,C,Western Kentucky,CUSA,FIU,A,"L, 78-69",104.3,112.6,68,101.5,48.3,25,43.8,23.7,114.7,60.7,16.2,24.1,8.2,29.1,-2
2023-01-26,C,Abilene Christian,WAC,Grand Canyon,H,"L, 75-73",106.6,107,66.2,110.2,52.5,12.1,30.6,27.9,113.2,59.6,25.7,33.3,51.1,49.1,-1
2023-01-26,C,Northwestern St.,Slnd,Houston Christian,H,"W, 82-63",98.4,95.4,70.5,116.4,53.4,14.2,35.7,6.8,89.4,38,15.6,23.7,74,58.8,9
2023-01-26,C,South Dakota St.,Sum,St. Thomas,A,"L, 60-54",84.1,89.2,64,84.3,47.2,25,26.5,9.3,93.7,45.4,18.7,20.6,22.2,33.7,-1
2023-01-26,C,Austin Peay,ASun,Kennesaw St.,A,"L, 84-57",82.2,103.9,75.9,75.1,37.7,18.4,14.3,62.3,110.7,50.9,19.8,41.2,63.2,6.3,-10
2023-01-26,C,UCLA,P12,USC,A,"L, 77-64",115.2,105.8,63.5,100.7,42.9,20.5,41.7,35.7,121.2,58.8,14.2,20.8,35.3,72.7,1
2023-01-26,C,Elon,CAA,Hofstra,H,"L, 82-65",105.1,116.3,66.4,97.9,46.9,19.6,34.2,10.9,123.5,69.5,12,7.4,1.7,23.8,-5
2023-01-26,C,Eastern Washington,BSky,Idaho St.,H,"W, 81-68",113.5,107.4,67.1,120.8,56.1,16.4,39.3,36.8,101.4,47.6,11.9,24.3,21,65.3,5
2023-01-26,C,Tennessee St.,OVC,Southeast Missouri S,A,"L, 92-75",102.7,117.3,76.2,98.4,57.6,22.3,25,25.4,120.7,56.2,13.1,29,40.6,17.7,2
2023-01-26,C,Hampton,CAA,Delaware,H,"W, 67-66",100.9,110.4,63,106.3,49.1,11.1,28.1,26.8,104.8,49,20.6,36.7,49,26.2,-3
2023-01-26,C,Sacred Heart,NEC,LIU Brooklyn,H,"L, 74-70",87.8,121.5,72.2,97,50.9,16.6,17.6,47.2,102.5,50,22.2,30.6,33.9,2.3,4
2023-01-26,C,Central Arkansas,ASun,North Florida,H,"W, 88-85",95.1,102.4,73.2,106.8,43.4,12.1,39.6,25.3,103.2,47.8,21.8,36.6,40.3,29.9,-4
2023-01-26,C,Weber St.,BSky,Idaho,A,"W, 73-65",103.8,90.7,69,105.8,64.1,23.2,13.6,41.3,94.2,52,18.8,3.2,38.8,82.4,13
2023-01-26,C,FIU,CUSA,Western Kentucky,H,"W, 78-69",110.1,106.4,68,114.7,60.7,16.2,24.1,8.2,101.5,48.3,25,43.8,23.7,59.8,2
2023-01-26,C,Marshall,SB,Louisiana Monroe,H,"L, 86-82",96.5,107.1,68.2,96.2,47.3,15.3,21.3,24.3,100.9,49.3,27,43.8,35.2,23.2,4
2023-01-26,C,Memphis,Amer,SMU,H,"W, 99-84",123,101.9,82.5,120.1,61.1,15.8,21.9,47.6,101.9,43,13.3,32,46.5,89.7,13
2023-01-26,C,Louisiana Tech,CUSA,UAB,A,"L, 65-59",100.3,89.3,65,90.8,41.1,21.5,38.1,16.1,100,45.3,15.4,32.4,56.6,79.1,1
2023-01-26,C,Arkansas St.,SB,Southern Miss,A,"L, 73-57",100.5,113.9,60.9,93.6,47.2,14.8,20.6,24.5,119.9,48.4,9.9,47.2,25,19.2,-8
2023-01-26,C,Southern Utah,WAC,Utah Valley,H,"W, 79-67",109.5,94.1,74.5,106,47,16.1,39,37.3,89.9,50.8,21.5,23.7,21.3,85.1,0
2023-01-26,C,Portland,WCC,Loyola Marymount,A,"L, 79-60",98.3,107.6,66.3,90.5,42.7,18.1,27.8,32.7,119.1,60.7,22.6,42.9,30.4,26.1,-3
2023-01-26,C,LIU Brooklyn,NEC,Sacred Heart,A,"W, 74-70",94.8,107.9,72.2,102.5,50,22.2,30.6,33.9,97,50.9,16.6,17.6,47.2,18.3,-4
2023-01-26,C,UMKC,Sum,Nebraska Omaha,H,"W, 64-61",93.5,105,62.5,102.5,39.8,19.2,46.2,33.9,97.7,43,16,26.5,48,20.9,1
2023-01-26,C,Milwaukee,Horz,Wright St.,A,"L, 93-86",94,108.9,87.9,97.8,50.8,21.6,28.6,47.7,105.8,52.3,23.9,32.5,52.3,15.5,-12
2023-01-26,C,Troy,SB,Louisiana Lafayette,A,"L, 72-57",86.7,110.3,63.2,90.3,42.3,23.8,33.3,32.7,114,54.3,17.4,37.5,19,5.9,-18
2023-01-26,C,Fairleigh Dickinson,NEC,St. Francis PA,H,"W, 87-82",105.7,117.4,73.6,118.3,54.5,12.2,36.1,26.9,111.5,58.5,25.8,35.5,30.5,23.1,3
2023-01-26,C,SIU Edwardsville,OVC,Tennessee Tech,A,"L, 80-68",90.3,115,71.6,94.9,41.5,19.5,34.1,27.7,111.7,56.2,20.9,25.9,64.6,5.8,-9
2023-01-26,C,Morehead St.,OVC,Little Rock,H,"W, 76-72",100.3,110.7,67.9,111.9,61.8,19.1,28.6,25.5,106.1,50.8,17.7,27.3,25.4,24.3,3
2023-01-26,C,Fairfield,MAAC,Mount St. Mary's,A,"W, 63-60",100.7,100.6,63,99.9,45.5,11.1,24.3,40,95.2,52.1,27,27.6,29.8,50.2,2
2023-01-26,C,Appalachian St.,SB,Georgia St.,H,"W, 71-59",111,99.1,62.9,112.9,52.9,19.1,40.6,46.2,93.9,48.2,19.1,27.3,12.3,78.7,11
2023-01-26,C,Georgia Southern,SB,Texas St.,A,"L, 70-67",104.7,105.6,64.7,103.6,50.9,20.1,31.4,24.6,108.3,56.6,24.7,42.9,26.4,47.6,0
2023-01-26,C,Louisiana Lafayette,SB,Troy,H,"W, 72-57",122.3,86.7,63.2,114,54.3,17.4,37.5,19,90.3,42.3,23.8,33.3,32.7,98.1,18
2023-01-26,C,UC Santa Barbara,BW,Hawaii,A,"W, 65-64",112.4,99.2,63.9,101.7,52.8,15.6,25,22.2,100.1,41.4,7.8,26.3,20.3,80.9,5
2023-01-26,C,Longwood,BSth,Radford,A,"L, 63-59",101.5,104.7,59.3,99.4,50,23.6,38.2,3.4,106.1,50,11.8,29.4,17.5,41.2,-2
2023-01-26,C,Southern Indiana,OVC,Eastern Illinois,H,"W, 78-74",112.9,117.8,67.2,116,47.8,7.4,39.6,37.7,110.1,53.2,10.4,26.3,23.8,38.1,11
