Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2023-01-22,C,Sacred Heart,NEC,Wagner,A,"L, 68-58",93.5,120.1,62.6,92.7,44.9,20.8,24.2,42.9,108.7,61.7,28.8,43.5,27.7,5.3,-6
2023-01-22,C,Indiana,B10,Michigan St.,H,"W, 82-69",125.5,100.3,67.3,121.8,55.5,13.4,29,43.6,102.4,47.2,14.8,25.8,52.8,93,1
2023-01-22,C,Manhattan,MAAC,Rider,A,"L, 67-65",98.8,100.6,64.8,100.4,53.8,20.1,18.2,28.8,103.5,51.1,24.7,37.5,53.3,44.7,1
2023-01-22,C,Wichita St.,Amer,SMU,A,"W, 71-69",98.5,92.6,74.3,95.6,48,21.5,23.3,65.3,92.9,44.2,21.5,30,40,67,1
2023-01-22,C,Cincinnati,Amer,Memphis,H,"L, 75-68",103.3,99.8,70.2,96.9,45,17.1,28.9,35,106.9,52.9,18.5,25.9,46.2,60,-6
2023-01-22,C,Vermont,AE,NJIT,H,"W, 85-69",121.3,114.6,65.2,130.4,63.6,12.3,25.9,22,105.9,52.6,10.7,18.2,22.8,65.7,10
2023-01-22,C,Michigan St.,B10,Indiana,A,"L, 82-69",116.3,106.7,67.3,102.4,47.2,14.8,25.8,52.8,121.8,55.5,13.4,29,43.6,72.8,-1
2023-01-22,C,Wofford,SC,Furman,H,"L, 96-82",118.9,122.8,70.4,116.4,55.6,8.5,19.4,27,136.3,58.9,11.4,36.1,46.8,40.8,-2
2023-01-22,C,Furman,SC,Wofford,A,"W, 96-82",122.5,115.3,70.4,136.3,58.9,11.4,36.1,46.8,116.4,55.6,8.5,19.4,27,66.8,2
2023-01-22,C,Maryland,B10,Purdue,A,"L, 58-55",97.2,87.8,59.9,91.8,39.8,15,34.2,15.3,96.8,40.4,25,46.9,34.6,76.4,-9
2023-01-22,C,Washington St.,P12,Colorado,A,"L, 58-55",96.7,85.4,65,84.6,43.1,26.1,25.8,29.4,89.2,52.4,26.1,26.9,54.8,80.8,1
2023-01-22,C,Stonehill,NEC,Fairleigh Dickinson,A,"W, 70-59",86.5,89.7,68.3,102.4,61.9,26.3,12,54.8,86.3,34.5,11.7,36.7,13.5,39.6,-4
2023-01-22,C,Central Connecticut,NEC,LIU Brooklyn,A,"W, 58-42",81.9,75.7,64.8,89.5,46.5,18.5,21.9,12.3,64.8,30.4,24.7,31,19.6,71,11
2023-01-22,C,Michigan,B10,Minnesota,H,"W, 60-56",83.5,86.3,68.9,87,38.3,14.5,25,30,81.2,45.6,21.8,18.2,12.3,40.7,-1
2023-01-22,C,Wagner,NEC,Sacred Heart,H,"W, 68-58",100.5,103,62.6,108.7,61.7,28.8,43.5,27.7,92.7,44.9,20.8,24.2,42.9,43,6
2023-01-22,C,Colorado,P12,Washington St.,H,"W, 58-55",92.3,81.9,65,89.2,52.4,26.1,26.9,54.8,84.6,43.1,26.1,25.8,29.4,79.8,-1
2023-01-22,C,Binghamton,AE,Maine,A,"L, 78-57",85.6,122.1,66.4,85.8,45.8,28.6,27.6,31.2,117.4,54,13.6,32.4,19,1.6,-11
2023-01-22,C,NJIT,AE,Vermont,A,"L, 85-69",109.1,122.1,65.2,105.9,52.6,10.7,18.2,22.8,130.4,63.6,12.3,25.9,22,21.5,-10
2023-01-22,C,Memphis,Amer,Cincinnati,A,"W, 75-68",117,87.9,70.2,106.9,52.9,18.5,25.9,46.2,96.9,45,17.1,28.9,35,96.4,6
2023-01-22,C,Temple,Amer,Houston,A,"W, 56-55",107.7,76.2,62.2,90,40,20.9,15.6,48.9,88.4,39.3,11.3,30,37.5,98.2,2
2023-01-22,C,Minnesota,B10,Michigan,A,"L, 60-56",89.9,78.5,68.9,81.2,45.6,21.8,18.2,12.3,87,38.3,14.5,25,30,82.5,1
2023-01-23,C,Virginia Tech,ACC,Duke,H,"W, 78-75",134.6,109.5,63.9,122.1,67.3,17.2,19.2,38.8,117.4,55.8,11,29,20,91.4,3
2023-01-23,C,Howard,MEAC,Coppin St.,H,"W, 90-76",105.7,110.5,75.4,119.3,53.8,10.6,30,44.6,100.7,51.6,13.3,10.3,23.8,37.4,6
2023-01-23,C,Jackson St.,SWAC,Florida A&M,H,"W, 59-58",86.1,106.7,64.6,91.4,39.8,15.5,29.4,86.4,89.8,52.2,26.3,20,37,7.8,-1
2023-01-23,C,Morgan St.,MEAC,Norfolk St.,H,"W, 77-71",107.9,99.2,69.3,111.1,55.2,18.8,20,31,102.5,36.8,13,43.9,66.7,72.3,9
2023-01-23,C,Baylor,B12,Kansas,H,"W, 75-69",129.5,94.6,66.2,113.2,44.4,13.6,40.5,40.3,104.2,51,22.6,30.8,30.8,97.4,8
2023-01-23,C,Wisconsin,B10,Northwestern,A,"L, 66-63",119.6,105.5,59.6,105.7,47.4,11.7,27,28.1,110.8,49,10.1,26.7,35.3,80.9,-2
2023-01-23,C,Delaware St.,MEAC,South Carolina St.,A,"W, 88-85",101.3,116.9,69.4,112.7,59.3,19.2,18.8,59.3,108.9,55.6,26.9,39.5,33.9,16.2,-5
2023-01-23,C,Bethune Cookman,SWAC,Alcorn St.,A,"L, 76-68",96.4,105.6,71.3,95.3,52.8,21,24.1,31.5,106.5,46.2,14,32.4,24.2,25.8,0
2023-01-23,C,New Mexico,MWC,Nevada,A,"L, 97-94",120.1,105.4,68.5,109.8,60.3,22.2,21.9,36.5,113.3,51.3,10.5,26.2,34.7,81.8,0
2023-01-23,C,Maryland Eastern Sho,MEAC,North Carolina Centr,A,"W, 59-58",84.1,86.7,71.4,82.7,38.5,18.2,27.5,24.6,81.3,46.2,33.6,34.4,30.8,41.4,-8
2023-01-23,C,Arkansas Pine Bluff,SWAC,Grambling St.,H,"L, 77-70",100.6,119.9,69.9,100.1,46.3,21.4,33.3,40.7,110.1,59.4,27.2,27.3,45.8,11.8,-8
2023-01-23,C,Colgate,Pat,Boston University,A,"W, 64-51",101.2,82.1,64.2,99.7,56,20.2,18.5,20,79.4,30.8,18.7,37.5,21.5,91.7,12
2023-01-23,C,Duke,ACC,Virginia Tech,A,"L, 78-75",119.7,111.6,63.9,117.4,55.8,11,29,20,122.1,67.3,17.2,19.2,38.8,69.1,-3
2023-01-23,C,Prairie View A&M,SWAC,Alabama A&M,A,"L, 67-59",80.5,106.8,69.5,84.9,47.2,27.3,31.2,35.8,96.4,54.8,25.9,37.9,36.5,3.7,-10
2023-01-23,C,Nevada,MWC,New Mexico,H,"W, 97-94",113.6,101,68.5,113.3,51.3,10.5,26.2,34.7,109.8,60.3,22.2,21.9,36.5,79.5,0
2023-01-23,C,Alabama A&M,SWAC,Prairie View A&M,H,"W, 67-59",100.9,92.3,69.5,96.4,54.8,25.9,37.9,36.5,84.9,47.2,27.3,31.2,35.8,73.5,10
2023-01-23,C,Oakland,Horz,Detroit,A,"W, 76-67",106.2,93.3,67.1,113.3,52,11.9,23.1,58,99.9,44.8,14.9,31.6,10.4,81.5,7
2023-01-23,N,Hartford,ind,Penn,H,"L, 76-52",90.6,114.5,60.6,85.8,46.2,18.2,22.9,18.9,125.4,61.7,11.6,25.8,5,6.3,-6
2023-01-23,C,Alcorn St.,SWAC,Bethune Cookman,H,"W, 76-68",93.2,107.9,71.3,106.5,46.2,14,32.4,24.2,95.3,52.8,21,24.1,31.5,15.6,0
2023-01-23,C,Detroit,Horz,Oakland,H,"L, 76-67",91.7,117.9,67.1,99.9,44.8,14.9,31.6,10.4,113.3,52,11.9,23.1,58,5.2,-7
2023-01-23,C,Grambling St.,SWAC,Arkansas Pine Bluff,A,"W, 77-70",111.5,106.2,69.9,110.1,59.4,27.2,27.3,45.8,100.1,46.3,21.4,33.3,40.7,63.5,8
2023-01-23,C,North Carolina Centr,MEAC,Maryland Eastern Sho,H,"L, 59-58",86.2,91,71.4,81.3,46.2,33.6,34.4,30.8,82.7,38.5,18.2,27.5,24.6,34.8,8
2023-01-23,N,Coastal Carolina,SB,Chicago St.,H,"L, 74-70",107.9,131.3,58.9,118.9,52.5,15.3,43.9,23.3,125.7,56.6,22.1,48.3,32.1,9.5,-3
2023-01-23,C,Alabama St.,SWAC,Texas Southern,H,"L, 71-65",84.1,115.6,71.2,91.2,43.8,19.7,24.3,35.7,99.7,45.9,15.4,26.3,34.4,2.5,-12
2023-01-23,C,Norfolk St.,MEAC,Morgan St.,A,"L, 77-71",98.9,126.6,69.3,102.5,36.8,13,43.9,66.7,111.1,55.2,18.8,20,31,5.5,-9
2023-01-23,C,North Dakota,Sum,Western Illinois,A,"L, 92-80",105.9,122.8,74.2,107.9,57,13.5,12.1,17.2,124.1,75.5,20.2,14.3,32.1,15.5,-1
2023-01-23,C,Florida A&M,SWAC,Jackson St.,A,"L, 59-58",87.2,95,64.6,89.8,52.2,26.3,20,37,91.4,39.8,15.5,29.4,86.4,27.1,1
2023-01-23,C,Southern,SWAC,Mississippi Valley S,A,"W, 84-70",108.5,109.9,72.2,116.3,59.2,15.2,23.3,33.3,96.9,49.1,15.2,11.8,43.4,46.4,6
2023-01-23,C,Western Illinois,Sum,North Dakota,H,"W, 92-80",111,114.6,74.2,124.1,75.5,20.2,14.3,32.1,107.9,57,13.5,12.1,17.2,40.8,1
2023-01-23,C,Coppin St.,MEAC,Howard,A,"L, 90-76",101.4,118,75.4,100.7,51.6,13.3,10.3,23.8,119.3,53.8,10.6,30,44.6,14.9,-6
2023-01-23,C,Mississippi Valley S,SWAC,Southern,H,"L, 84-70",96.6,127.3,72.2,96.9,49.1,15.2,11.8,43.4,116.3,59.2,15.2,23.3,33.3,4.1,-6
2023-01-23,N,Penn,Ivy,Hartford,A,"W, 76-52",106.3,105.8,60.6,125.4,61.7,11.6,25.8,5,85.8,46.2,18.2,22.9,18.9,51.5,6
2023-01-23,N,Chicago St.,ind,Coastal Carolina,A,"W, 74-70",116.9,117.7,58.9,125.7,56.6,22.1,48.3,32.1,118.9,52.5,15.3,43.9,23.3,48.1,3
2023-01-23,C,South Carolina St.,MEAC,Delaware St.,H,"L, 88-85",102.9,127.6,69.4,108.9,55.6,26.9,39.5,33.9,112.7,59.3,19.2,18.8,59.3,7.8,5
2023-01-23,C,Texas Southern,SWAC,Alabama St.,A,"W, 71-65",100.6,96,71.2,99.7,45.9,15.4,26.3,34.4,91.2,43.8,19.7,24.3,35.7,63,12
2023-01-23,C,Northwestern,B10,Wisconsin,H,"W, 66-63",120.3,106,59.6,110.8,49,10.1,26.7,35.3,105.7,47.4,11.7,27,28.1,81.1,2
2023-01-23,C,Boston University,Pat,Colgate,H,"L, 64-51",74.6,96.4,64.2,79.4,30.8,18.7,37.5,21.5,99.7,56,20.2,18.5,20,5,-12
2023-01-23,C,Kansas,B12,Baylor,A,"L, 75-69",106.7,97.2,66.2,104.2,51,22.6,30.8,30.8,113.2,44.4,13.6,40.5,40.3,74.3,-8
2023-01-24,C,Oklahoma St.,B12,Texas,A,"L, 89-75",116.2,105.5,74.7,100.5,49.2,21.4,28.9,32.8,119.2,57.9,24.1,46.7,47.4,75.2,-7
2023-01-24,C,Georgetown,BE,DePaul,H,"W, 81-76",113.8,108.5,69.8,116.1,48.2,10,35.1,73.2,109,55.1,17.2,30.3,32.2,63.4,3
2023-01-24,C,Ohio,MAC,Western Michigan,H,"W, 88-76",117.4,124.5,65.2,135,56.8,7.7,37.8,27.3,116.6,54.6,12.3,27,50,33.8,4
2023-01-24,C,Oklahoma,B12,TCU,A,"L, 79-52",84.9,104.2,69.3,75.1,35.2,21.7,30.4,15.6,114.1,47.5,11.6,36.8,47.5,8.7,-15
2023-01-24,C,Missouri,SEC,Mississippi,A,"W, 89-77",136.2,107.5,68.9,129.2,69.6,16,20,23.2,111.8,52.5,23.2,42.1,29.5,93.8,9
2023-01-24,C,Georgia Tech,ACC,Clemson,A,"L, 72-51",87,102.5,64.6,79,37.5,15.5,26.8,6.2,111.5,61.8,17,11.5,21.6,13.3,-11
2023-01-24,C,Southern Illinois,MVC,Murray St.,H,"W, 68-64",97.2,97,66.1,103,57.4,24.2,19.2,34,96.9,44.6,24.2,40.5,35.7,50.4,3
2023-01-24,C,TCU,B12,Oklahoma,H,"W, 79-52",121,73,69.3,114.1,47.5,11.6,36.8,47.5,75.1,35.2,21.7,30.4,15.6,99.7,15
2023-01-24,C,Clemson,ACC,Georgia Tech,H,"W, 72-51",110.5,82,64.6,111.5,61.8,17,11.5,21.6,79,37.5,15.5,26.8,6.2,96.9,11
2023-01-24,C,DePaul,BE,Georgetown,A,"L, 81-76",108.8,115.5,69.8,109,55.1,17.2,30.3,32.2,116.1,48.2,10,35.1,73.2,33.4,-3
2023-01-24,C,Central Michigan,MAC,Bowling Green,H,"L, 83-61",79,128,68.4,89.2,42.7,19,21.1,34.5,121.3,66,26.3,42.3,61.7,0.4,-19
2023-01-24,C,Illinois,B10,Ohio St.,H,"W, 69-60",108.6,82.8,65.5,105.3,44.9,18.3,41.2,30.5,91.6,40,9.2,25,33.3,95.8,7
2023-01-24,C,Penn St.,B10,Rutgers,A,"L, 65-45",89.8,100,61.7,73,37,11.4,7.7,16.7,105.4,50,14.6,23.3,38,22.5,-7
2023-01-24,C,Notre Dame,ACC,North Carolina St.,A,"L, 85-82",121.4,107.9,71.4,114.8,60.2,21,27.6,38.9,119,45.6,2.8,25,39.7,79.4,-2
2023-01-24,C,Drake,MVC,Indiana St.,H,"W, 70-68",105.3,88.2,70.6,99.2,50,19.8,24.2,24.6,96.3,50,21.2,21.2,32.7,88.5,8
2023-01-24,C,Florida St.,ACC,Miami FL,H,"L, 86-63",85.7,111.3,71.1,88.6,43.7,14.1,21.1,20.6,121,66.4,23.9,40,34.5,4.7,-19
2023-01-24,C,Western Michigan,MAC,Ohio,A,"L, 88-76",117.6,124.4,65.2,116.6,54.6,12.3,27,50,135,56.8,7.7,37.8,27.3,34.5,-4
2023-01-24,C,Miami OH,MAC,Akron,A,"L, 73-68",119.7,114.7,59.3,114.7,58.7,18.6,26.9,43.5,123.1,54.7,15.2,35.5,32.1,61.9,-1
2023-01-24,C,Murray St.,MVC,Southern Illinois,A,"L, 68-64",104.2,105.9,66.1,96.9,44.6,24.2,40.5,35.7,103,57.4,24.2,19.2,34,45.4,-3
2023-01-24,C,Missouri St.,MVC,Illinois Chicago,H,"W, 63-59",88.8,94.9,67.5,93.3,42.2,20.7,31.6,31,87.4,45.8,23.7,23.5,45.8,31.9,1
2023-01-24,C,North Carolina,ACC,Syracuse,A,"W, 72-68",101.1,88.9,71.7,100.5,50,14,16.7,39.7,94.9,57.9,23.7,17.2,5.3,81.3,4
2023-01-24,C,Bowling Green,MAC,Central Michigan,A,"W, 83-61",122,95.7,68.4,121.3,66,26.3,42.3,61.7,89.2,42.7,19,21.1,34.5,94.2,19
2023-01-24,C,Kentucky,SEC,Vanderbilt,A,"W, 69-53",119.4,83.3,57.8,119.3,61.8,17.3,30.4,3.6,91.7,38.2,6.9,21.1,21.8,98.4,8
2023-01-24,C,Wyoming,MWC,UNLV,A,"L, 86-72",117.2,124,66.1,109,52.5,9.1,18.9,23.7,130.2,63.9,10.6,11.5,37,34.3,-7
2023-01-24,C,Miami FL,ACC,Florida St.,A,"W, 86-63",122.8,84.5,71.1,121,66.4,23.9,40,34.5,88.6,43.7,14.1,21.1,20.6,98.7,19
2023-01-24,C,Rutgers,B10,Penn St.,H,"W, 65-45",102.7,69.5,61.7,105.4,50,14.6,23.3,38,73,37,11.4,7.7,16.7,98.9,7
2023-01-24,C,Ohio St.,B10,Illinois,A,"L, 69-60",99.4,100.1,65.5,91.6,40,9.2,25,33.3,105.3,44.9,18.3,41.2,30.5,47.9,-7
2023-01-24,C,North Carolina St.,ACC,Notre Dame,H,"W, 85-82",115.3,111.8,71.4,119,45.6,2.8,25,39.7,114.8,60.2,21,27.6,38.9,58.8,2
2023-01-24,C,LSU,SEC,Arkansas,A,"L, 60-40",72.4,89.3,62.2,64.4,26.9,24.1,32.6,29.6,96.5,50,19.3,25,23.5,8.2,-13
2023-01-24,C,East Carolina,Amer,Tulsa,H,"W, 76-66",110.8,117.8,62.3,122.1,55.6,17.7,43.3,38.9,106,53.9,14.5,18.2,35.3,33,0
2023-01-24,C,Boise St.,MWC,Fresno St.,H,"W, 63-53",89.9,82.6,68.9,91.4,56.7,27.6,8.7,28.9,76.9,41.1,20.3,20,25,72.8,0
2023-01-24,C,Indiana St.,MVC,Drake,A,"L, 70-68",100.7,96.6,70.6,96.3,50,21.2,21.2,32.7,99.2,50,19.8,24.2,24.6,61.7,-8
2023-01-24,C,Texas,B12,Oklahoma St.,H,"W, 89-75",131.9,99.7,74.7,119.2,57.9,24.1,46.7,47.4,100.5,49.2,21.4,28.9,32.8,96.2,7
2023-01-24,C,La Salle,A10,Davidson,H,"L, 64-57",93.4,99.1,62.2,91.7,38.4,22.5,42.1,28.6,103,50,17.7,28.1,21.8,33.4,-1
2023-01-24,C,Illinois Chicago,MVC,Missouri St.,A,"L, 63-59",91.2,91.5,67.5,87.4,45.8,23.7,23.5,45.8,93.3,42.2,20.7,31.6,31,48.9,-1
2023-01-24,C,San Jose St.,MWC,Air Force,H,"W, 82-52",136.4,96.7,57.4,142.8,61.9,8.7,42.9,23.7,90.5,42.9,12.2,16.7,22.4,98.1,10
2023-01-24,C,Arkansas,SEC,LSU,H,"W, 60-40",95.9,63.7,62.2,96.5,50,19.3,25,23.5,64.4,26.9,24.1,32.6,29.6,99.1,13
2023-01-24,C,Toledo,MAC,Eastern Michigan,H,"W, 84-79",107.8,122.1,69.3,121.1,52.5,5.8,18.4,41,113.9,64,15.9,11.1,14,19.3,-1
2023-01-24,C,Mississippi,SEC,Missouri,H,"L, 89-77",109.5,116.4,68.9,111.8,52.5,23.2,42.1,29.5,129.2,69.6,16,20,23.2,33.1,-9
2023-01-24,C,Northern Illinois,MAC,Kent St.,H,"W, 86-76",127.4,111.9,69.3,124.2,63.9,18.8,22.2,37,109.7,60.4,17.3,20.7,35.8,81.6,-1
2023-01-24,C,Fresno St.,MWC,Boise St.,A,"L, 63-53",90.9,81.8,68.9,76.9,41.1,20.3,20,25,91.4,56.7,27.6,8.7,28.9,77,0
2023-01-24,C,Kent St.,MAC,Northern Illinois,A,"L, 86-76",113.5,123.2,69.3,109.7,60.4,17.3,20.7,35.8,124.2,63.9,18.8,22.2,37,28.1,1
2023-01-24,C,Davidson,A10,La Salle,A,"W, 64-57",99.5,93.7,62.2,103,50,17.7,28.1,21.8,91.7,38.4,22.5,42.1,28.6,66.6,1
2023-01-24,C,Iowa St.,B12,Kansas St.,H,"W, 80-76",132.5,109,66.4,120.5,62.2,19.6,39.1,51,114.5,61.5,21.1,24,52.1,90.4,2
2023-01-24,C,Buffalo,MAC,Ball St.,A,"W, 91-65",123.3,86.5,72.5,125.6,68.5,20.7,26.9,11.3,89.7,47.5,15.2,17.5,26.7,98.3,15
2023-01-24,C,Akron,MAC,Miami OH,H,"W, 73-68",112.8,120.2,59.3,123.1,54.7,15.2,35.5,32.1,114.7,58.7,18.6,26.9,43.5,32.5,1
2023-01-24,C,Syracuse,ACC,North Carolina,H,"L, 72-68",100.2,96.6,71.7,94.9,57.9,23.7,17.2,5.3,100.5,50,14,16.7,39.7,60.6,-4
2023-01-24,C,Ball St.,MAC,Buffalo,H,"L, 91-65",88.5,127.8,72.5,89.7,47.5,15.2,17.5,26.7,125.6,68.5,20.7,26.9,11.3,1.5,-15
2023-01-24,C,Tulsa,Amer,East Carolina,A,"L, 76-66",113.1,119,62.3,106,53.9,14.5,18.2,35.3,122.1,55.6,17.7,43.3,38.9,35.7,0
2023-01-24,C,Vanderbilt,SEC,Kentucky,H,"L, 69-53",97,106.8,57.8,91.7,38.2,6.9,21.1,21.8,119.3,61.8,17.3,30.4,3.6,24.9,-8
2023-01-24,C,Air Force,MWC,San Jose St.,A,"L, 82-52",100.6,128.2,57.4,90.5,42.9,12.2,16.7,22.4,142.8,61.9,8.7,42.9,23.7,5.8,-10
2023-01-24,C,UNLV,MWC,Wyoming,H,"W, 86-72",126.8,108.1,66.1,130.2,63.9,10.6,11.5,37,109,52.5,9.1,18.9,23.7,86.3,7
2023-01-24,C,Eastern Michigan,MAC,Toledo,A,"L, 84-79",112.5,102.2,69.3,113.9,64,15.9,11.1,14,121.1,52.5,5.8,18.4,41,75.1,1
2023-01-24,C,Kansas St.,B12,Iowa St.,A,"L, 80-76",132.7,113.1,66.4,114.5,61.5,21.1,24,52.1,120.5,62.2,19.6,39.1,51,86.2,-2
2023-01-25,C,Charleston Southern,BSth,Winthrop,A,"L, 76-64",104.9,122.9,57.9,110.5,59.2,24.2,42.9,28.6,131.2,62,13.8,34.5,24.1,13.9,-3
2023-01-25,C,Campbell,BSth,High Point,A,"W, 72-64",101.6,105.2,65.3,110.2,50,9.2,18.2,46.3,98,48.3,19.9,33.3,16.9,40.1,-1
2023-01-25,C,Fort Wayne,Horz,IUPUI,H,"W, 81-75",101.8,119.2,69.3,116.8,47.6,14.4,43.9,45.2,108.1,50.8,11.5,21.9,40.7,13.9,4
2023-01-25,C,UMBC,AE,NJIT,A,"L, 69-65",92.4,106.5,67.8,95.9,48.4,13.3,22.5,19,101.8,52.5,20.7,31.4,13.3,16.4,-1
2023-01-25,C,Maine,AE,UMass Lowell,H,"W, 75-70",109,99.8,68.7,109.2,59.2,18.9,20,44.9,101.9,45.8,24.7,42.1,35.6,73.4,3
2023-01-25,C,VMI,SC,UNC Greensboro,A,"L, 62-50",82.3,94.6,65.6,76.2,37.5,29,40.5,26.8,94.5,48.1,16.8,20,31.5,16.8,-8
2023-01-25,C,Loyola Chicago,A10,Duquesne,A,"L, 72-58",98.2,98.3,65.7,88.2,52.9,27.4,20.7,15.7,109.5,50.9,16.7,32.4,24.1,49.9,2
2023-01-25,C,Winthrop,BSth,Charleston Southern,H,"W, 76-64",114.4,115.1,57.9,131.2,62,13.8,34.5,24.1,110.5,59.2,24.2,42.9,28.6,48.3,3
2023-01-25,C,Presbyterian,BSth,UNC Asheville,A,"L, 88-80",120.2,125.8,61.7,115.2,54.1,20.2,42.9,32.8,126.8,57.6,14.4,36.4,44.1,37.4,-2
2023-01-25,C,East Tennessee St.,SC,Mercer,A,"L, 71-67",92.2,96.3,67.6,88.1,42,21,27,58.9,93.3,42.6,14.5,31.8,29.4,37.8,0
2023-01-25,C,American,Pat,Army,H,"W, 63-61",92.4,101.6,63.5,99.3,52.9,22.1,25.9,19.6,96.1,51,23.6,23.1,26.5,25.2,-4
2023-01-25,C,Holy Cross,Pat,Lehigh,H,"L, 74-68",89.7,114.3,71.8,94.7,52.6,16.7,18.2,33.3,103,53.4,16.7,21.2,27.1,5.9,-7
2023-01-25,C,Western Carolina,SC,The Citadel,H,"L, 81-70",95.3,129.3,68,102.9,47.5,11.8,19.4,33.9,119.1,60.9,13.2,22.2,32.7,2.9,-6
2023-01-25,C,Bucknell,Pat,Navy,H,"L, 63-46",71.7,97.5,65.9,69.8,30.2,21.2,18.9,47.9,95.6,49.2,21.2,33.3,10,2.8,-7
2023-01-25,C,Illinois St.,MVC,Bradley,A,"L, 79-75",108.9,98.1,67.8,98.3,46.6,31.5,48.5,44.8,103.6,53.5,13.1,22.2,56.1,76.8,2
2023-01-25,C,Louisville,ACC,Boston College,A,"L, 75-65",110.5,112.6,63.9,101.7,62.2,29.7,24,12.2,117.3,56.9,15.6,29.6,41.2,44.8,3
2023-01-25,C,The Citadel,SC,Western Carolina,A,"W, 81-70",116,105.3,68,119.1,60.9,13.2,22.2,32.7,102.9,47.5,11.8,19.4,33.9,75.3,6
2023-01-25,C,NJIT,AE,UMBC,H,"W, 69-65",93.5,98.2,67.8,101.8,52.5,20.7,31.4,13.3,95.9,48.4,13.3,22.5,19,36.1,1
2023-01-25,C,Albany,AE,New Hampshire,A,"L, 84-65",95.6,129.4,68.6,94.8,43.2,16,26.3,32.2,122.5,58.5,11.7,24.1,28.8,3,-10
2023-01-25,C,Loyola MD,Pat,Lafayette,A,"L, 62-46",74.2,104.5,64.4,71.4,38.2,17.1,21.4,25.5,96.3,54.2,24.8,21.4,31.2,1.9,-9
2023-01-25,C,Mercer,SC,East Tennessee St.,H,"W, 71-67",88.8,94.1,67.6,93.3,42.6,14.5,31.8,29.4,88.1,42,21,27,58.9,33.7,0
2023-01-25,C,IUPUI,Horz,Fort Wayne,A,"L, 81-75",107.9,120.4,69.3,108.1,50.8,11.5,21.9,40.7,116.8,47.6,14.4,43.9,45.2,22.1,-4
2023-01-25,C,Army,Pat,American,A,"L, 63-61",94.6,99.5,63.5,96.1,51,23.6,23.1,26.5,99.3,52.9,22.1,25.9,19.6,35.8,4
2023-01-25,C,Wofford,SC,Chattanooga,A,"W, 85-80",120.8,110.5,69.3,122.7,57.3,14.4,30.3,24.2,115.5,53.4,18.8,37.1,41.4,73.7,3
2023-01-25,C,Rhode Island,A10,Dayton,H,"W, 75-70",121,104.4,64.9,115.5,52,16.9,32.1,52,107.8,56.7,18.5,23.3,34.6,84.5,2
2023-01-25,C,UT Rio Grande Valley,WAC,Stephen F. Austin,A,"L, 83-66",86.3,102.2,80,82.5,44.2,31.3,28.6,53.8,103.8,49.2,22.5,38.5,58.3,12.5,-10
2023-01-25,N,Stonehill,NEC,Hartford,A,"L, 73-56",87.4,124,62.6,89.4,51,22.4,25,19.6,116.6,65.2,28.7,44,1.8,1.7,2
2023-01-25,C,Evansville,MVC,Belmont,H,"L, 73-64",89.3,98.5,70.3,91.1,46,15.7,19,17.5,103.9,57.9,18.5,13.8,12.3,24.4,-4
2023-01-25,C,UT Arlington,WAC,Cal Baptist,H,"L, 74-66",104.5,113.5,65.4,100.8,50.8,15.3,26.5,16.9,113.1,60.5,19.9,24,79.1,27.9,-1
2023-01-25,C,High Point,BSth,Campbell,H,"L, 72-64",96.2,107.7,65.3,98,48.3,19.9,33.3,16.9,110.2,50,9.2,18.2,46.3,21.3,1
2023-01-25,N,Hartford,ind,Stonehill,H,"W, 73-56",103.5,109.8,62.6,116.6,65.2,28.7,44,1.8,89.4,51,22.4,25,19.6,33.6,-2
2023-01-25,C,Lafayette,Pat,Loyola MD,H,"W, 62-46",88.2,76.8,64.4,96.3,54.2,24.8,21.4,31.2,71.4,38.2,17.1,21.4,25.5,83.1,9
2023-01-25,C,Binghamton,AE,Vermont,H,"L, 80-55",92.2,120.5,62.1,88.5,43.5,22.5,32.4,20.4,128.8,60.7,8,26.7,33.9,4.4,-11
2023-01-25,C,USC Upstate,BSth,Gardner Webb,A,"L, 78-66",110.5,129.5,62.8,105.2,62.5,25.5,17.4,34.1,124.3,67.8,17.5,20.8,53.3,14,-7
2023-01-25,N,Chicago St.,ind,Stanford,A,"L, 72-65",114.2,103.4,60.4,107.6,47.3,11.6,25,30.9,119.2,52.1,19.9,43.8,60.4,75.9,3
2023-01-25,C,Valparaiso,MVC,Northern Iowa,A,"L, 77-66",93.7,111.7,69.5,95,43.9,14.4,27.9,18.2,110.8,56.2,15.8,10.3,58.3,11.7,-8
2023-01-25,C,Lehigh,Pat,Holy Cross,A,"W, 74-68",100.9,101.7,71.8,103,53.4,16.7,21.2,27.1,94.7,52.6,16.7,18.2,33.3,47.6,7
2023-01-25,C,New Hampshire,AE,Albany,H,"W, 84-65",108.2,103.7,68.6,122.5,58.5,11.7,24.1,28.8,94.8,43.2,16,26.3,32.2,61.9,10
2023-01-25,C,Houston,Amer,UCF,A,"W, 82-71",145.6,110.9,60.8,135,60.5,16.5,47.1,35.1,116.8,51.9,13.2,29,35.8,95.8,6
2023-01-25,C,Maryland,B10,Wisconsin,H,"W, 73-55",134.2,101.2,57,128.1,62,14,34.8,28,96.5,46.2,14,22.6,13.2,96.2,6
